#
# iasp91 travel-time table for sSn
#
# number of distance and depth samples
38 24
# delta samples
1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 
18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 29.000 34.000 35.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000
#
# travel times (rows - delta, columns - depth)
#
   37.194279   37.490700   37.984535   38.478123   38.971462   39.464554   39.957397 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   49.563652   49.860085   50.353939   50.847546   51.340904   51.834015   52.326874   52.819485   53.292156   53.311810   53.676540   54.040909   54.404938   54.768623   55.131969   55.480465   55.494915 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   61.932320   62.228779   62.722683   63.216335   63.709740   64.202888   64.695793   65.188446   65.661156   65.680817   66.045593   66.410011   66.774086   67.137817   67.501205   67.849739   67.864189 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   74.299751   74.596260   75.090233   75.583961   76.077438   76.570663   77.063629   77.556351   78.029129   78.048782   78.413658   78.778160   79.142311   79.506126   79.869598   80.218201   80.232658 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   86.665421   86.961983   87.456062   87.949890   88.443466   88.936783   89.429855   89.922668   90.395531   90.415199   90.780190   91.144814   91.509094   91.873024   92.236610   92.585320   92.599785 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   99.028786   99.325432   99.819641  100.313591  100.807289  101.300735  101.793930  102.286865  102.759850  102.779518  103.144676  103.509453  103.873894  104.237976  104.601707  104.950569  104.965034 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
