#
# iasp91 travel-time table for sPb
#
# number of distance and depth samples
26 33
# delta samples
0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 
17.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000  250.000000  300.000000  350.000000  400.000000  450.000000  500.000000  550.000000  600.000000  650.000000
#
# travel times (rows - delta, columns - depth)
#
   16.177244   16.559799   17.197319   17.834749 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   20.440540   20.823097   21.460617   22.098047   22.735388   23.372635   24.009792   24.646858   25.258354   25.283789   25.828304   26.372677   26.916941   27.461100   28.005148   28.527336   28.549006   29.358829   30.167398 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   28.967045   29.349604   29.987129   30.624563   31.261908   31.899158   32.536320   33.173389   33.784893   33.810326   34.354847   34.899223   35.443489   35.987652   36.531704   37.053894   37.075565   37.885399   38.693974   39.501358   43.520267   47.508961 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   37.493294   37.875858   38.513393   39.150837   39.788189   40.425449   41.062618   41.699696   42.311207   42.336639   42.881168   43.425556   43.969833   44.514004   45.058067   45.580265   45.601936   46.411789   47.220390   48.027790   52.046787   56.035538   63.926125 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   46.019123   46.401695   47.039242   47.676701   48.314064   48.951340   49.588524   50.225613   50.837135   50.862568   51.407116   51.951515   52.495808   53.039993   53.584068   54.106281   54.127953   54.937843   55.746479   56.553913   60.573067   64.561943   72.452690   80.242775 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   54.544373   54.926956   55.564522   56.201996   56.839378   57.476669   58.113869   58.750977   59.362514   59.387951   59.932518   60.476936   61.021248   61.565453   62.109550   62.631779   62.653450   63.463394   64.272079   65.079567   69.098946   73.088020   80.979073   88.769333   96.361305 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   63.068878   63.451473   64.089058   64.726555   65.363960   66.001274   66.638496   67.275627   67.887184   67.912621   68.457214   69.001656   69.545998   70.090225   70.634346   71.156601   71.178268   71.988281   72.797028   73.604576   77.624252   81.613602   89.505112   97.295700  104.887863  112.108818 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   71.592476   71.975090   72.612701   73.250221   73.887657   74.524994   75.162247   75.799400   76.410980   76.436424   76.981041   77.525520   78.069885   78.614143   79.158295   79.680573   79.702248   80.512337   81.321159   82.128784   86.148834   90.138527   98.030640  105.821709  113.414223  120.635376  127.478325 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   80.115005   80.497635   81.135284   81.772835   82.410294   83.047668   83.684944   84.322136   84.933746   84.959183   85.503838   86.048347   86.592751   87.137047   87.681229   88.203545   88.225220   89.035400   89.844322   90.652039   94.672523   98.662636  106.555496  114.347198  121.940224  129.161743  136.004898 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   88.636299   89.018951   89.656639   90.294228   90.931725   91.569130   92.206444   92.843666   93.455307   93.480751   94.025444   94.570000   95.114441   95.658775   96.203003   96.725357   96.747032   97.557320   98.366341   99.174164  103.195160  107.185760  115.079521  122.872009  130.465698  137.687759  144.531296  150.989914 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   97.156204   97.538879   98.176605   98.814232   99.451767  100.089211  100.726570  101.363831  101.975510  102.000954  102.545700  103.090294  103.634781  104.179161  104.723434  105.245827  105.267509  106.077919  106.887062  107.695000  111.716583  115.707741  123.602547  131.395966  138.990494  146.213272  153.057373  159.516357  164.996521 -999.000000 -999.000000 -999.000000 -999.000000
  105.674553  106.057259  106.695023  107.332695  107.970276  108.607765  109.245163  109.882469  110.494194  110.519638  111.064430  111.609077  112.153618  112.698044  113.242371  113.764816  113.786491  114.597038  115.406311  116.214386  120.236626  124.228409  132.124420  139.918930  147.514435  154.738098  161.582932  168.042511  173.523056 -999.000000 -999.000000 -999.000000 -999.000000
  114.191185  114.573914  115.211731  115.849449  116.487076  117.124619  117.762062  118.399414  119.011185  119.036629  119.581482  120.126183  120.670776  121.215263  121.759644  122.282143  122.303825  123.114517  123.923943  124.732162  128.755127  132.747620  140.644958  148.440720  156.037354  163.262070  170.107849  176.568192  182.049362  186.898911 -999.000000 -999.000000 -999.000000
  122.705933  123.088692  123.726562  124.364334  125.002014  125.639603  126.277107  126.914513  127.526329  127.551781  128.096695  128.641449  129.186111  129.730652  130.275101  130.797653  130.819336  131.630188  132.439774  133.248169  137.271927  141.265182  149.164017  156.961166  164.559113  171.785049  178.631943  185.093262  190.575272  195.425385 -999.000000 -999.000000 -999.000000
  131.218628  131.601425  132.239349  132.877182  133.514923  134.152573  134.790131  135.427582  136.039459  136.064911  136.609894  137.154724  137.699448  138.244064  138.788559  139.311188  139.332870  140.143906  140.953659  141.762222  145.786850  149.780960  157.681427  165.480118  173.079529  180.306854  187.155045  193.617538  199.100647  203.951584  208.275040 -999.000000 -999.000000
  139.729126  140.111954  140.749939  141.387833  142.025635  142.663345  143.300964  143.938492  144.550430  144.575882  145.120926  145.665833  146.210617  146.755310  147.299881  147.822571  147.844269  148.655487  149.465439  150.274185  154.299744  158.294769  166.197037  173.997421  181.598450  188.827332  195.677002  202.140854  207.625290  212.477325  216.801483 -999.000000 -999.000000
  148.237244  148.620117  149.258179  149.896133  150.533997  151.171768  151.809448  152.447052  153.059036  153.084503  153.629623  154.174606  154.719467  155.264236  155.808884  156.331650  156.353348  157.164764  157.974930  158.783875  162.810440  166.806473  174.710663  182.512894  190.115692  197.346313  204.197647  210.663055  216.149063  221.002472  225.327637  229.075714 -999.000000
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  171.318787  175.315872  183.222137  191.026382  198.631119  205.863632  212.716812  219.183975  224.671783  229.526840  233.853333  237.602203 -999.000000
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  208.046738  215.655823  222.892654  229.750046  236.221329  241.713440  246.572601  250.902679  254.654266  257.746674
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  239.913055  246.775421  253.251587  258.748962  263.613312  267.948212  271.703949  274.799286
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  270.273438  275.777008  280.647614  284.988586  288.749969  291.850006
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  292.796295  297.674255  302.022522  305.790985  308.897552
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  319.048645  322.825684  325.940582
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  339.852692  342.977753
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  356.870667  360.007690
