#
# iasp91 travel-time table for pPn
#
# number of distance and depth samples
38 28
# delta samples
1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 
18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 28.000 29.000 31.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000  250.000000  300.000000  350.000000  400.000000
#
# travel times (rows - delta, columns - depth)
#
   21.393015   21.573126   21.873211   22.173170   22.473003   22.772711   23.072292   23.371748   23.659105   23.671057   23.898361   24.125483 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   28.270048   28.450163   28.750256   29.050220   29.350061   29.649775   29.949362   30.248821   30.536184   30.548136   30.775446   31.002573   31.229532   31.456324   31.682947   31.900347   31.909365 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   35.146847   35.326973   35.627079   35.927059   36.226910   36.526638   36.826237   37.125710   37.413086   37.425037   37.652363   37.879505   38.106480   38.333282   38.559921   38.777332   38.786350 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   42.023258   42.203396   42.503521   42.803524   43.103397   43.403145   43.702763   44.002258   44.289650   44.301601   44.528954   44.756119   44.983120   45.209946   45.436607   45.654037   45.663059 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   48.899124   49.079277   49.379433   49.679462   49.979362   50.279137   50.578785   50.878307   51.165726   51.177677   51.405064   51.632263   51.859295   52.086159   52.312851   52.530312   52.539333 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   55.774284   55.954460   56.254650   56.554718   56.854652   57.154465   57.454144   57.753700   58.041153   58.053104   58.280537   58.507782   58.734856   58.961761   59.188496   59.405998   59.415020 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   62.648586   62.828789   63.129025   63.429131   63.729111   64.028961   64.328690   64.628281   64.915771   64.927727   65.155212   65.382515   65.609642   65.836594   66.063385   66.280937   66.289963 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
