#
# iasp91 travel-time table for sPg
#
# number of distance and depth samples
31 30
# delta samples
0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 
12.000 13.000 14.000 15.000 16.000 17.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000  250.000000  300.000000  350.000000  400.000000  450.000000  500.000000
#
# travel times (rows - delta, columns - depth)
#
    0.721872    1.085709 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
    1.201161    1.564997    2.171295    2.777473 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
    2.159737    2.523574    3.129872    3.736050    4.342106    4.948042    5.553857 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
    5.035464    5.399302    6.005600    6.611778    7.217835    7.823771    8.429586    9.035280    9.616632    9.640811   10.148200   10.655409   11.162472   11.669391   12.176162   12.662525   12.682708 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
    9.828322   10.192161   10.798462   11.404642   12.010701   12.616638   13.222456   13.828151   14.409504   14.433683   14.941074   15.448284   15.955349   16.462269   16.969042   17.455406   17.475588   18.181841   18.886496   19.589603 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   14.621136   14.984976   15.591281   16.197464   16.803526   17.409468   18.015287   18.620985   19.202341   19.226521   19.733915   20.241129   20.748198   21.255119   21.761894   22.248262   22.268444   22.974705   23.679365   24.382479   27.874664 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   19.413881   19.777725   20.384033   20.990221   21.596289   22.202234   22.808060   23.413763   23.995123   24.019302   24.526701   25.033920   25.540993   26.047920   26.554701   27.041071   27.061255   27.767527   28.472198   29.175322   32.667542   36.120358 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   28.999075   29.362928   29.969252   30.575455   31.181536   31.787495   32.393333   32.999050   33.580421   33.604603   34.112019   34.619251   35.126339   35.633282   36.140076   36.626461   36.646645   37.352959   38.057667   38.760826   42.253189   45.706093 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   38.583725   38.947590   39.553932   40.160156   40.766258   41.372234   41.978092   42.583828   43.165222   43.189404   43.696838   44.204094   44.711205   45.218170   45.724987   46.211391   46.231575   46.937950   47.642715   48.345928   51.838543   55.291637   62.082832 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   48.167648   48.531528   49.137897   49.744144   50.350273   50.956276   51.562160   52.167919   52.749336   52.773518   53.280987   53.788269   54.295410   54.802402   55.309250   55.795681   55.815865   56.522320   57.227165   57.930454   61.423416   64.876816   71.668427   78.322884 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   57.750660   58.114559   58.720959   59.327240   59.933399   60.539433   61.145348   61.751141   62.332584   62.356770   62.864273   63.371593   63.878769   64.385796   64.892677   65.379150   65.399330   66.105888   66.810829   67.514214   71.007637   74.461433   81.253685   87.908531   94.308563 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   67.332581   67.696503   68.302940   68.909256   69.515457   70.121529   70.727478   71.333305   71.914787   71.938972   72.446518   72.953888   73.461105   73.968178   74.475098   74.961609   74.981796   75.688469   76.393532   77.097038   80.591011   84.045311   90.838417   97.493889  103.894264 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   76.913223   77.277176   77.883659   78.490021   79.096260   79.702370   80.308365   80.914238   81.495758   81.519943   82.027542   82.534958   83.042229   83.549347   84.056320   84.542877   84.563072   85.269882   85.975082   86.678726   90.173363   93.628281  100.422455  107.078758  113.479729  119.411919 -999.000000 -999.000000 -999.000000 -999.000000
   86.492416   86.856392   87.462929   88.069336   88.675621   89.281792   89.887833   90.493752   91.075317   91.099510   91.607162   92.114639   92.621964   93.129143   93.636169   94.122780   94.142975   94.849953   95.555313   96.259109   99.754501  103.210136  110.005608  116.662971  123.064758  128.997498  134.437134 -999.000000 -999.000000 -999.000000
   96.069969   96.433975   97.040565   97.647026   98.253372   98.859589   99.465691  100.071663  100.653282  100.677475  101.185196  101.692734  102.200119  102.707367  103.214462  103.701134  103.721329  104.428482  105.134026  105.837997  109.334259  112.790718  119.587685  126.246346  132.649200  138.582748  144.022827 -999.000000 -999.000000 -999.000000
  105.645699  106.009743  106.616394  107.222916  107.829323  108.435600  109.041756  109.647797  110.229469  110.253662  110.761452  111.269066  111.776527  112.283836  112.791008  113.277740  113.297943  114.005302  114.711037  115.415215  118.912445  122.369827  129.168518  135.828690  142.232834  148.167450  153.608292  158.526154 -999.000000 -999.000000
  115.219421  115.583504  116.190224  116.796814  117.403282  118.009628  118.615852  119.221954  119.803696  119.827888  120.335762  120.843452  121.350990  121.858383  122.365623  122.852440  122.872635  123.580215  124.286179  124.990570  128.488876  131.947296  138.747910  145.409821  151.815506  157.751450  163.193329  168.111832 -999.000000 -999.000000
  124.790955  125.155083  125.761871  126.368538  126.975082  127.581497  128.187790  128.793976  129.375778  129.399979  129.907928  130.415710  130.923325  131.430801  131.938141  132.425034  132.445236  133.153061  133.859253  134.563889  138.063370  141.522919  148.325699  154.989563  161.397034  167.334564  172.777771  177.697220 -999.000000 -999.000000
  134.360123  134.724304  135.331161  135.937912  136.544525  137.151031  137.757401  138.363647  138.945541  138.969742  139.477783  139.985657  140.493362  141.000931  141.508362  141.995346  142.015549  142.723633  143.430084  144.134979  147.635742  151.096527  157.901672  164.567734  170.977203  176.916595  182.361435  187.282135  190.750565 -999.000000
  143.926743  144.290970  144.897919  145.504745  146.111450  146.718033  147.324493  147.930817  148.512787  148.536987  149.045135  149.553101  150.060913  150.568588  151.076111  151.563187  151.583389  152.291763  152.998505  153.703674  157.205795  160.667953  167.475677  174.144150  180.555862  186.497375  191.944107  196.866425  200.336151 -999.000000
  153.490616  153.854904  154.461945  155.068863  155.675659  156.282318  156.888870  157.495300  158.077347  158.101547  158.609802  159.117874  159.625809  160.133575  160.641205  161.128372  161.148590  161.857254  162.564301  163.269775  166.773376  170.236984  177.047501  183.718613  190.132828  196.076706  201.525635  206.449875  209.921387 -999.000000
  163.051590  163.415924  164.023056  164.630081  165.236969  165.843735  166.450378  167.056900  167.639038  167.663254  168.171616  168.679794  169.187836  169.695724  170.203461  170.690750  170.710968  171.419952  172.127319  172.833099  176.338303  179.803452  186.616989  193.290939  199.707886  205.654404  211.105835  216.032318  219.506088 -999.000000
  172.609451  172.973862  173.581100  174.188217  174.795197  175.402069  176.008804  176.615433  177.197662  177.221893  177.730377  178.238678  178.746826  179.254837  179.762695  180.250092  180.270325  180.979645  181.687347  182.393478  185.900360  189.367172  196.183929  202.860977  209.280869  215.230286  220.684494  225.613571  229.090088  231.398026
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  208.485626  215.309494  221.993362  228.419891  234.375885  239.836517  244.771729  248.255203  250.568863
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  241.114304  247.548416  253.512009  258.980225  263.922882  267.415222  269.737579
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  272.637177  278.114136  283.065552  286.568695  288.902679
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  297.236755  302.198212  305.714050  308.062622
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  321.319397  324.849823  327.215881
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  343.974457  346.360840
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  365.495972
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000  384.619629
#
# dtdd (rows - delta, columns - depth)
#
   19.171537   19.171537 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   19.171535   19.171535   19.171537   19.171537 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   19.171530   19.171532   19.171534   19.171535   19.171535   19.171537   19.171537 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   19.171494   19.171497   19.171501   19.171507   19.171511   19.171516   19.171520   19.171522   19.171526   19.171526   19.171530   19.171532   19.171534   19.171535   19.171535   19.171537   19.171537 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   19.171358   19.171366   19.171377   19.171387   19.171398   19.171408   19.171417   19.171427   19.171434   19.171436   19.171446   19.171455   19.171465   19.171473   19.171482   19.171488   19.171490   19.171507   19.171522   19.171532 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
