#
# iasp91 travel-time table for SnSn
#
# number of distance and depth samples
55 25
# delta samples
1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 
19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 28.000 29.000 30.000 31.000 32.000 33.000 34.000 35.000 36.000 37.000 38.000 39.000 40.000 41.000 42.000 43.000 
44.000 45.000 46.000 47.000 48.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000
#
# travel times (rows - delta, columns - depth)
#
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   58.662891   58.170296   57.697636   57.677982   57.313267   56.948910   56.584896   56.221214   55.857876   55.509388   55.494926 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   73.993240   73.795578   73.499153   73.005318   72.511734   72.018387   71.525291   71.032448   70.539848   70.067184   70.047523   69.682808   69.318443   68.954422   68.590736   68.227386   67.878891   67.864426 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   86.362709   86.165047   85.868622   85.374779   84.881180   84.387825   83.894722   83.401863   82.909256   82.436584   82.416924   82.052193   81.687813   81.323776   80.960068   80.596703   80.248184   80.233727 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   98.731964   98.534286   98.237854   97.743996   97.250381   96.757019   96.263893   95.771019   95.278389   94.805702   94.786049   94.421288   94.056885   93.692818   93.329086   92.965691   92.617149   92.602692 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  111.100853  110.903175  110.606728  110.112846  109.619209  109.125816  108.632675  108.139778  107.647125  107.174416  107.154755  106.789963  106.425522  106.061424  105.697662  105.334229  104.985657  104.971191 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  123.469254  123.271561  122.975098  122.481194  121.987526  121.494102  121.000931  120.508003  120.015320  119.542580  119.522919  119.158081  118.793602  118.429459  118.065651  117.702171  117.353554  117.339088 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  135.837036  135.639328  135.342850  134.848907  134.355194  133.861740  133.368530  132.875565  132.382843  131.910065  131.890411  131.525513  131.160995  130.796799  130.432922  130.069397  129.720718  129.706268 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  148.204056  148.006332  147.709824  147.215836  146.722092  146.228592  145.735336  145.242340  144.749573  144.276749  144.257080  143.892136  143.527542  143.163284  142.799362  142.435760  142.087036  142.072571 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  160.570190  160.372452  160.075912  159.581879  159.088089  158.594543  158.101227  157.608170  157.115356  156.642487  156.622818  156.257797  155.893143  155.528809  155.164810  154.801147  154.452347  154.437866 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  172.935303  172.737549  172.440979  171.946884  171.453033  170.959427  170.466064  169.972946  169.480072  169.007156  168.987488  168.622391  168.257645  167.893234  167.529144  167.165405  166.816513  166.802048 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  185.299271  185.101486  184.804871  184.310715  183.816803  183.323135  182.829712  182.336533  181.843597  181.370605  181.350937  180.985748  180.620926  180.256424  179.892242  179.528412  179.179428  179.164963 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  197.661942  197.464127  197.167480  196.673248  196.179276  195.685532  195.192032  194.698792  194.205780  193.732727  193.713043  193.347763  192.982834  192.618240  192.253967  191.890030  191.540955  191.526474  191.500305 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  210.023193  209.825348  209.528656  209.034348  208.540298  208.046478  207.552902  207.059586  206.566498  206.093353  206.073685  205.708298  205.343262  204.978546  204.614166  204.250122  203.900940  203.886459  203.854828 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  222.382889  222.185013  221.888275  221.393890  220.899750  220.405853  219.912201  219.418777  218.925613  218.452393  218.432709  218.067215  217.702057  217.337234  216.972733  216.608566  216.259277  216.244781  216.208252 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  234.740906  234.542999  234.246201  233.751724  233.257492  232.763504  232.269760  231.776260  231.282990  230.809692  230.790009  230.424377  230.059097  229.694153  229.329529  228.965225  228.615814  228.601318  228.560165 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  247.097107  246.899155  246.602295  246.107727  245.613403  245.119324  244.625473  244.131866  243.638519  243.165115  243.145432  242.779663  242.414246  242.049164  241.684402  241.319977  240.970428  240.955917  240.910278 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  271.803497  271.605469  271.308502  270.813721  270.319183  269.824890  269.330811  268.837006  268.343414  267.869812  267.850128  267.484070  267.118347  266.752960  266.387909  266.023163  265.673340  265.658813  265.604340  265.571014 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  296.501038  296.302917  296.005798  295.510773  295.015991  294.521454  294.027161  293.533112  293.039276  292.565430  292.545746  292.179352  291.813293  291.447601  291.082184  290.717133  290.366943  290.352417  290.289246  290.244598  290.224457 -999.000000 -999.000000 -999.000000 -999.000000
  321.188660  320.990417  320.693146  320.197876  319.702820  319.208008  318.713440  318.219116  317.725037  317.250946  317.231201  316.864471  316.498047  316.131958  315.766205  315.400757  315.050232  315.035675  314.964142  314.909363  314.873535 -999.000000 -999.000000 -999.000000 -999.000000
  345.865295  345.666962  345.369507  344.873932  344.378571  343.883484  343.388611  342.894012  342.399628  341.925232  341.905487  341.538330  341.171539  340.805023  340.438873  340.072998  339.722076  339.707520  339.627960  339.563446  339.514893 -999.000000 -999.000000 -999.000000 -999.000000
  370.529907  370.331421  370.033783  369.537872  369.042236  368.546814  368.051636  367.556671  367.061981  366.587280  366.567535  366.199951  365.832703  365.465759  365.099152  364.732849  364.381500  364.366913  364.279572  364.205536  364.145844 -999.000000 -999.000000 -999.000000 -999.000000
  395.181396  394.982788  394.684937  394.188690  393.692719  393.196930  392.701416  392.206116  391.711060  391.236023  391.216278  390.848206  390.480469  390.113068  389.745972  389.379211  389.027374  389.012787  388.917725  388.834595  388.764740 -999.000000 -999.000000 -999.000000 -999.000000
  419.818787  419.619995  419.321930  418.825348  418.328979  417.832825  417.336914  416.841248  416.345825  415.870422  415.850677  415.482086  415.113861  414.745941  414.378326  414.011047  413.658722  413.644104  413.541443  413.449615  413.369995 -999.000000 -999.000000 -999.000000 -999.000000
  444.440948  444.242035  443.943726  443.446716  442.949951  442.453430  441.957123  441.461060  440.965240  440.489441  440.469666  440.100555  439.731781  439.363312  438.995148  438.627319  438.274475  438.259827  438.149567  438.049316  437.960205  437.721771 -999.000000 -999.000000 -999.000000
  469.046906  468.847809  468.549255  468.051819  467.554626  467.057678  466.560974  466.064453  465.568207  465.092010  465.072205  464.702515  464.333160  463.964111  463.595367  463.226959  462.873566  462.858887  462.740997  462.632538  462.534210  462.225250 -999.000000 -999.000000 -999.000000
