#
# ak135 travel-time table for PbPb
#
# number of distance and depth samples
24 17
# delta samples
1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000
#
# travel times (rows - delta, columns - depth)
#
   31.844379   31.765623   31.647577   31.451067   31.254852   31.058933   30.863310   30.667982   30.472952   30.286003   30.278233 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   40.370972   40.292217   40.174168   39.977657   39.781437   39.585514   39.389889   39.194557   38.999523   38.812569   38.804798 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   48.897518   48.818760   48.700710   48.504189   48.307964   48.112034   47.916401   47.721062   47.526016   47.339058   47.331287 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   57.423977   57.345215   57.227158   57.030628   56.834393   56.638451   56.442806   56.247456   56.052402   55.865429   55.857658 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   65.950310   65.871536   65.753471   65.556931   65.360680   65.164726   64.969063   64.773697   64.578629   64.391640   64.383873 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   74.476471   74.397690   74.279617   74.083054   73.886787   73.690819   73.495140   73.299751   73.104668   72.917664   72.909889 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   83.002419   82.923630   82.805542   82.608963   82.412682   82.216682   82.020981   81.825577   81.630463   81.443436   81.435661 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   91.528114   91.449326   91.331223   91.134613   90.938301   90.742287   90.546562   90.351128   90.155991   89.968933   89.961159 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  100.053520   99.974716   99.856598   99.659966   99.463631   99.267578   99.071823   98.876366   98.681198   98.494118   98.486336 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  108.578598  108.499786  108.381645  108.184982  107.988609  107.792526  107.596741  107.401245  107.206047  107.018936  107.011154  107.006096 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  117.103302  117.024475  116.906311  116.709618  116.513206  116.317093  116.121269  115.925735  115.730499  115.543350  115.535576  115.529251 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  125.627594  125.548752  125.430565  125.233833  125.037384  124.841232  124.645363  124.449791  124.254517  124.067329  124.059547  124.052116 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  134.151428  134.072571  133.954361  133.757584  133.561096  133.364899  133.168991  132.973373  132.778061  132.590820  132.583038  132.574554 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  142.674774  142.595886  142.477661  142.280838  142.084305  141.888062  141.692108  141.496445  141.301071  141.113800  141.106003  141.096512  141.091965 -999.000000 -999.000000 -999.000000 -999.000000
  151.197586  151.118683  151.000412  150.803543  150.606964  150.410660  150.214661  150.018951  149.823532  149.636200  149.628418  149.617905  149.611710 -999.000000 -999.000000 -999.000000 -999.000000
  159.719818  159.640900  159.522598  159.325668  159.129044  158.932693  158.736633  158.540863  158.345383  158.158005  158.150223  158.138702  158.131104 -999.000000 -999.000000 -999.000000 -999.000000
  176.762390  176.683426  176.565063  176.368011  176.171265  175.974792  175.778625  175.582733  175.387146  175.199646  175.191849  175.178360  175.168350  175.162476 -999.000000 -999.000000 -999.000000
  193.802170  193.723160  193.604706  193.407547  193.210663  193.014053  192.817749  192.621735  192.425995  192.238373  192.230576  192.215210  192.202942  192.193954  192.189392 -999.000000 -999.000000
  210.838837  210.759766  210.641235  210.443909  210.246887  210.050140  209.853683  209.657516  209.461639  209.273865  209.266052  209.248901  209.234421  209.222824  209.214737  209.210922 -999.000000
  227.872055  227.792923  227.674301  227.476822  227.279633  227.082718  226.886108  226.689774  226.493729  226.305801  226.297989  226.279053  226.262482  226.248520  226.237503  226.229736  226.226303
  244.901505  244.822296  244.703568  244.505920  244.308563  244.111481  243.914688  243.718185  243.521957  243.333862  243.326035  243.305344  243.286789  243.270584  243.256897  243.245987 -999.000000
  261.926849  261.847565  261.728729  261.530914  261.333344  261.136078  260.939117  260.742401  260.545990  260.357697  260.349884  260.327454  260.306946  260.288574  260.272461 -999.000000 -999.000000
  278.947784  278.868439  278.749481  278.551453  278.353699  278.156219  277.959045  277.762115  277.565521  277.377014  277.369202  277.345001  277.322632 -999.000000 -999.000000 -999.000000 -999.000000
  295.963989  295.884521  295.765442  295.567200  295.369232 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdd (rows - delta, columns - depth)
#
   17.053207   17.053207   17.053205   17.053204   17.053202   17.053198   17.053194   17.053188   17.053183   17.053177   17.053177 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.053152   17.053150   17.053144   17.053135   17.053125   17.053114   17.053102   17.053091   17.053080   17.053066   17.053066 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.053017   17.053011   17.053001   17.052984   17.052967   17.052950   17.052931   17.052912   17.052893   17.052874   17.052872 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.052801   17.052792   17.052778   17.052753   17.052729   17.052704   17.052679   17.052652   17.052626   17.052599   17.052599 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.052502   17.052490   17.052471   17.052441   17.052410   17.052378   17.052345   17.052311   17.052277   17.052244   17.052242 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.052122   17.052107   17.052086   17.052048   17.052010   17.051970   17.051929   17.051889   17.051847   17.051807   17.051805 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.051662   17.051643   17.051617   17.051573   17.051527   17.051481   17.051434   17.051386   17.051336   17.051289   17.051287 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.051119   17.051100   17.051067   17.051016   17.050962   17.050909   17.050856   17.050800   17.050745   17.050690   17.050688 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.050497   17.050472   17.050438   17.050379   17.050320   17.050259   17.050196   17.050135   17.050072   17.050011   17.050007 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.049791   17.049767   17.049726   17.049660   17.049593   17.049524   17.049456   17.049387   17.049316   17.049250   17.049246   17.046476 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.049007   17.048977   17.048933   17.048861   17.048786   17.048712   17.048635   17.048559   17.048481   17.048407   17.048403   17.046068 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.048140   17.048109   17.048059   17.047979   17.047899   17.047817   17.047733   17.047649   17.047565   17.047483   17.047480   17.045340 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.047192   17.047157   17.047106   17.047018   17.046930   17.046841   17.046751   17.046659   17.046568   17.046478   17.046474   17.044416 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.046164   17.046125   17.046070   17.045975   17.045879   17.045784   17.045687   17.045588   17.045488   17.045393   17.045389   17.043360   17.039749 -999.000000 -999.000000 -999.000000 -999.000000
   17.045053   17.045013   17.044952   17.044851   17.044748   17.044645   17.044540   17.044436   17.044329   17.044226   17.044222   17.042202   17.039200 -999.000000 -999.000000 -999.000000 -999.000000
   17.043861   17.043819   17.043755   17.043644   17.043535   17.043425   17.043312   17.043200   17.043087   17.042978   17.042973   17.040966   17.038340 -999.000000 -999.000000 -999.000000 -999.000000
   17.041233   17.041183   17.041111   17.040987   17.040863   17.040739   17.040613   17.040485   17.040358   17.040236   17.040230   17.038313   17.036007   17.032505 -999.000000 -999.000000 -999.000000
   17.038277   17.038221   17.038139   17.038002   17.037865   17.037725   17.037584   17.037443   17.037302   17.037165   17.037159   17.035334   17.033106   17.030285   17.026192 -999.000000 -999.000000
   17.034994   17.034935   17.034843   17.034693   17.034540   17.034386   17.034233   17.034077   17.033920   17.033770   17.033764   17.031981   17.029819   17.027367   17.024231   17.019587 -999.000000
   17.031387   17.031321   17.031221   17.031057   17.030890   17.030724   17.030554   17.030386   17.030214   17.030050   17.030043   17.028278   17.026239   17.023956   17.021175   17.017731   17.013130
   17.027454   17.027384   17.027277   17.027098   17.026917   17.026735   17.026552   17.026369   17.026184   17.026007   17.025999   17.024244   17.022295   17.020088   17.017534   17.014631 -999.000000
   17.023197   17.023121   17.023005   17.022812   17.022617   17.022423   17.022226   17.022028   17.021830   17.021637   17.021629   17.019876   17.017979   17.015854   17.013515 -999.000000 -999.000000
