#
# ak135 travel-time table for sSn
#
# number of distance and depth samples
38 24
# delta samples
1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 
18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 29.000 30.000 35.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000
#
# travel times (rows - delta, columns - depth)
#
   36.252804   36.530308   36.992599   37.454632   37.916397 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   48.594654   48.872166   49.334473   49.796516   50.258293   50.719810   51.181061   51.642048   52.084343   52.102737   52.436832   52.770538   53.103878   53.436848   53.769447   54.088398   54.101624 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   60.936001   61.213535   61.675877   62.137959   62.599773   63.061321   63.522606   63.983620   64.425949   64.444344   64.778473   65.112221   65.445595   65.778595   66.111229   66.430199   66.443428 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   73.276428   73.554001   74.016403   74.478539   74.940414   75.402016   75.863358   76.324425   76.766800   76.785194   77.119408   77.453217   77.786659   78.119720   78.452415   78.771446   78.784676 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   85.615524   85.893143   86.355629   86.817848   87.279800   87.741478   88.202896   88.664047   89.106491   89.124893   89.459198   89.793114   90.126648   90.459808   90.792595   91.111717   91.124954 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   97.952858   98.230537   98.693130   99.155457   99.617508  100.079292  100.540810  101.002060  101.444603  101.463005  101.797447  102.131485  102.465157  102.798447  103.131355  103.450592  103.463829 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
